iter	Passed	Remaining
5053	859452	841086
5054	859613	840908
5055	859782	840736
5056	859944	840558
5057	860114	840388
5058	860277	840211
5059	860445	840039
5060	860613	839867
5061	860778	839693
5062	860940	839515
5063	861106	839340
5064	861274	839168
5065	861437	838992
5066	861599	838814
5067	861764	838639
5068	861927	838461
5069	862093	838288
5070	862255	838109
5071	862417	837932
5072	862582	837757
5073	862748	837583
5074	862913	837408
5075	863078	837233
5076	863243	837058
5077	863405	836880
5078	863571	836706
5079	863737	836532
5080	863901	836357
5081	864064	836180
5082	864232	836008
5083	864397	835833
5084	864561	835658
5085	864729	835485
5086	864896	835312
5087	865058	835135
5088	865225	834962
5089	865396	834793
5090	865569	834625
5091	865732	834449
5092	865904	834280
5093	866070	834107
5094	866235	833932
5095	866400	833757
5096	866568	833585
5097	866730	833407
5098	866897	833235
5099	867071	833068
5100	867247	832904
5101	867428	832744
5102	867601	832577
5103	867774	832410
5104	867942	832238
5105	868108	832064
5106	868277	831893
5107	868445	831722
5108	868615	831552
5109	868777	831374
5110	868942	831199
5111	869106	831023
5112	869273	830850
5113	869444	830681
5114	869610	830508
5115	869775	830332
5116	869946	830164
5117	870112	829989
5118	870276	829814
5119	870449	829646
5120	870615	829473
5121	870781	829299
5122	870946	829124
5123	871112	828951
5124	871277	828776
5125	871446	828605
5126	871613	828432
5127	871782	828261
5128	871950	828089
5129	872116	827915
5130	872280	827740
5131	872445	827565
5132	872618	827398
5133	872791	827230
5134	872960	827060
5135	873125	826885
5136	873301	826721
5137	873476	826555
5138	873653	826392
5139	873830	826228
5140	874005	826063
5141	874182	825900
5142	874381	825757
5143	874564	825599
5144	874742	825436
5145	874912	825267
5146	875082	825097
5147	875247	824922
5148	875412	824747
5149	875585	824580
5150	875757	824412
5151	875931	824246
5152	876107	824081
5153	876284	823918
5154	876462	823756
5155	876638	823591
5156	876811	823424
5157	876988	823260
5158	877161	823093
5159	877335	822926
5160	877506	822758
5161	877678	822590
5162	877853	822424
5163	878024	822255
5164	878196	822086
5165	878375	821925
5166	878551	821761
5167	878728	821597
5168	878911	821439
5169	879080	821268
5170	879251	821099
5171	879441	820948
5172	879626	820792
5173	879802	820627
5174	879982	820466
5175	880157	820301
5176	880335	820139
5177	880507	819970
5178	880682	819804
5179	880850	819633
5180	881017	819460
5181	881184	819287
5182	881349	819112
5183	881522	818945
5184	881697	818779
5185	881869	818611
5186	882036	818438
5187	882203	818266
5188	882380	818102
5189	882556	817938
5190	882733	817773
5191	882910	817610
5192	883083	817443
5193	883260	817279
5194	883432	817111
5195	883604	816942
5196	883773	816772
5197	883941	816600
5198	884107	816425
5199	884278	816256
5200	884446	816085
5201	884624	815922
5202	884796	815754
5203	884970	815588
5204	885145	815422
5205	885319	815256
5206	885492	815088
5207	885663	814919
5208	885845	814759
5209	886018	814592
5210	886192	814425
5211	886362	814255
5212	886536	814089
5213	886712	813925
5214	886889	813761
5215	887064	813595
5216	887240	813431
5217	887415	813265
5218	887580	813090
5219	887743	812914
5220	887908	812739
5221	888078	812569
5222	888244	812396
5223	888409	812220
5224	888581	812053
5225	888748	811879
5226	888913	811705
5227	889079	811531
5228	889245	811357
5229	889411	811183
5230	889581	811013
5231	889757	810849
5232	889922	810675
5233	890090	810502
5234	890257	810330
5235	890424	810157
5236	890589	809982
5237	890758	809810
5238	890925	809638
5239	891092	809465
5240	891257	809290
5241	891422	809116
5242	891586	808940
5243	891755	808769
5244	891921	808595
5245	892086	808421
5246	892253	808248
5247	892417	808073
5248	892583	807899
5249	892752	807728
5250	892919	807555
5251	893082	807379
5252	893248	807205
5253	893414	807031
5254	893584	806861
5255	893750	806688
5256	893916	806514
5257	894083	806341
5258	894247	806165
5259	894411	805990
5260	894579	805818
5261	894745	805644
5262	894911	805471
5263	895102	805319
5264	895271	805148
5265	895438	804976
5266	895609	804807
5267	895783	804640
5268	895958	804475
5269	896132	804309
5270	896304	804140
5271	896491	803985
5272	896665	803819
5273	896836	803649
5274	897010	803483
5275	897190	803321
5276	897364	803156
5277	897534	802985
5278	897707	802818
5279	897875	802646
5280	898041	802472
5281	898209	802300
5282	898373	802125
5283	898541	801953
5284	898709	801781
5285	898873	801605
5286	899041	801434
5287	899207	801260
5288	899378	801091
5289	899541	800915
5290	899709	800742
5291	899876	800570
5292	900041	800395
5293	900206	800221
5294	900370	800046
5295	900532	799868
5296	900695	799692
5297	900858	799515
5298	901020	799338
5299	901184	799163
5300	901348	798988
5301	901512	798812
5302	901678	798639
5303	901845	798466
5304	902012	798293
5305	902178	798120
5306	902345	797947
5307	902510	797773
5308	902676	797599
5309	902844	797427
5310	903012	797256
5311	903177	797081
5312	903341	796906
5313	903505	796730
5314	903676	796561
5315	903842	796387
5316	904008	796213
5317	904174	796040
5318	904339	795866
5319	904505	795692
5320	904674	795521
5321	904837	795346
5322	905004	795172
5323	905168	794998
5324	905334	794824
5325	905499	794649
5326	905663	794474
5327	905827	794298
5328	905990	794123
5329	906154	793947
5330	906315	793770
5331	906482	793597
5332	906649	793424
5333	906812	793248
5334	906975	793072
5335	907144	792901
5336	907315	792731
5337	907483	792560
5338	907647	792385
5339	907823	792220
5340	907989	792047
5341	908155	791873
5342	908319	791698
5343	908599	791624
5344	908899	791567
5345	909208	791518
5346	909381	791350
5347	909551	791180
5348	909726	791014
5349	909900	790847
5350	910067	790675
5351	910228	790497
5352	910391	790320
5353	910556	790146
5354	910720	789971
5355	910883	789795
5356	911051	789623
5357	911216	789449
5358	911380	789273
5359	911544	789098
5360	911706	788921
5361	911872	788747
5362	912048	788582
5363	912220	788414
5364	912392	788245
5365	912562	788076
5366	912738	787910
5367	912901	787734
5368	913069	787562
5369	913243	787395
5370	913411	787224
5371	913578	787052
5372	913746	786879
5373	913911	786705
5374	914076	786531
5375	914238	786353
5376	914399	786176
5377	914565	786002
5378	914730	785828
5379	914896	785655
5380	915061	785480
5381	915228	785307
5382	915392	785132
5383	915556	784957
5384	915722	784783
5385	915885	784607
5386	916050	784433
5387	916217	784260
5388	916380	784084
5389	916546	783910
5390	916712	783737
5391	916877	783562
5392	917052	783397
5393	917218	783223
5394	917382	783048
5395	917558	782883
5396	917729	782713
5397	917906	782550
5398	918082	782385
5399	918258	782220
5400	918427	782049
5401	918591	781874
5402	918757	781700
5403	918928	781530
5404	919098	781361
5405	919269	781192
5406	919448	781029
5407	919622	780863
5408	919798	780697
5409	919968	780528
5410	920140	780359
5411	920316	780194
5412	920491	780028
5413	920668	779864
5414	920844	779699
5415	921022	779535
5416	921194	779367
5417	921374	779205
5418	921542	779034
5419	921724	778874
5420	921897	778706
5421	922079	778546
5422	922259	778384
5423	922444	778227
5424	922632	778072
5425	922818	777915
5426	922996	777752
5427	923172	777587
5428	923350	777423
5429	923524	777257
5430	923699	777090
5431	923905	776951
5432	924085	776789
5433	924271	776632
5434	924451	776471
5435	924631	776309
5436	924818	776153
5437	925005	775997
5438	925178	775829
5439	925352	775663
5440	925527	775497
5441	925705	775333
5442	925893	775178
5443	926086	775027
5444	926275	774873
5445	926463	774718
5446	926643	774556
5447	926824	774395
5448	926996	774226
5449	927167	774057
5450	927343	773891
5451	927523	773729
5452	927700	773565
5453	927871	773396
5454	928040	773225
5455	928210	773054
5456	928390	772893
5457	928570	772731
5458	928752	772570
5459	928933	772409
5460	929112	772246
5461	929291	772084
5462	929472	771923
5463	929677	771781
5464	929861	771623
5465	930044	771463
5466	930219	771298
5467	930395	771132
5468	930569	770965
5469	930740	770795
5470	930915	770629
5471	931091	770464
5472	931262	770294
5473	931433	770125
5474	931606	769957
5475	931780	769790
5476	931947	769618
5477	932115	769446
5478	932283	769274
5479	932448	769100
5480	932616	768927
5481	932782	768753
5482	932947	768579
5483	933111	768404
5484	933278	768231
5485	933444	768058
5486	933610	767884
5487	933777	767712
5488	933948	767542
5489	934115	767370
5490	934284	767198
5491	934449	767024
5492	934618	766853
5493	934789	766684
5494	934953	766508
5495	935123	766338
5496	935288	766164
5497	935455	765991
5498	935620	765816
5499	935785	765642
5500	935968	765483
5501	936142	765315
5502	936321	765153
5503	936503	764992
5504	936678	764826
5505	936859	764664
5506	937040	764503
5507	937213	764335
5508	937392	764172
5509	937567	764007
5510	937743	763841
5511	937923	763679
5512	938100	763515
5513	938280	763352
5514	938458	763189
5515	938635	763024
5516	938812	762859
5517	938985	762691
5518	939159	762524
5519	939334	762358
5520	939515	762196
5521	939690	762030
5522	939860	761860
5523	940037	761696
5524	940215	761531
5525	940385	761361
5526	940552	761188
5527	940718	761015
5528	940887	760843
5529	941052	760669
5530	941221	760498
5531	941389	760326
5532	941554	760152
5533	941721	759979
5534	941890	759808
5535	942059	759637
5536	942224	759463
5537	942399	759296
5538	942576	759132
5539	942750	758964
5540	942924	758798
5541	943106	758637
5542	943276	758466
5543	943446	758296
5544	943619	758129
5545	943794	757962
5546	943968	757795
5547	944144	757630
5548	944312	757457
5549	944481	757286
5550	944650	757115
5551	944816	756942
5552	944983	756769
5553	945154	756599
5554	945321	756427
5555	945487	756253
5556	945654	756081
5557	945821	755908
5558	945992	755738
5559	946162	755568
5560	946328	755395
5561	946495	755222
5562	946667	755053
5563	946830	754878
5564	946999	754706
5565	947173	754539
5566	947352	754376
5567	947526	754209
5568	947693	754036
5569	947862	753865
5570	948038	753699
5571	948207	753528
5572	948372	753354
5573	948539	753181
5574	948706	753009
5575	948873	752836
5576	949050	752672
5577	949217	752499
5578	949388	752329
5579	949557	752158
5580	949726	751987
5581	949896	751816
5582	950069	751649
5583	950240	751479
5584	950411	751309
5585	950587	751144
5586	950753	750971
5587	950926	750803
5588	951098	750634
5589	951271	750466
5590	951443	750298
5591	951637	750146
5592	951812	749980
5593	951981	749808
5594	952148	749636
5595	952315	749463
5596	952487	749294
5597	952662	749128
5598	952832	748958
5599	953007	748791
5600	953176	748620
5601	953345	748449
5602	953514	748278
5603	953679	748104
5604	953858	747940
5605	954030	747772
5606	954202	747603
5607	954379	747438
5608	954556	747273
5609	954741	747115
5610	954923	746954
5611	955111	746797
5612	955283	746628
5613	955466	746469
5614	955649	746308
5615	955835	746151
5616	956013	745986
5617	956196	745826
5618	956378	745665
5619	956558	745502
5620	956741	745342
5621	956928	745185
5622	957110	745024
5623	957279	744853
5624	957453	744686
5625	957623	744515
5626	957794	744346
5627	957964	744175
5628	958136	744006
5629	958320	743847
5630	958514	743695
5631	958699	743536
5632	958897	743388
5633	959074	743223
5634	959248	743055
5635	959421	742887
5636	959592	742717
5637	959771	742555
5638	959947	742388
5639	960125	742224
5640	960310	742065
5641	960485	741899
5642	960659	741732
5643	960829	741561
5644	961002	741393
5645	961179	741228
5646	961355	741062
5647	961530	740895
5648	961700	740725
5649	961873	740557
5650	962048	740390
5651	962222	740223
5652	962414	740070
5653	962597	739909
5654	962766	739737
5655	962930	739563
5656	963094	739388
5657	963261	739215
5658	963428	739042
5659	963593	738868
5660	963758	738693
5661	963921	738518
5662	964087	738344
5663	964251	738169
5664	964416	737995
5665	964583	737822
5666	964751	737650
5667	964920	737479
5668	965087	737306
5669	965253	737133
5670	965416	736958
5671	965582	736784
5672	965747	736610
5673	965913	736436
5674	966079	736262
5675	966245	736089
5676	966413	735917
5677	966589	735751
5678	966755	735578
5679	966923	735406
5680	967090	735234
5681	967257	735061
5682	967424	734888
5683	967587	734712
5684	967750	734537
5685	967915	734363
5686	968080	734188
5687	968244	734013
5688	968414	733843
5689	968579	733669
5690	968743	733494
5691	968912	733322
5692	969080	733150
5693	969247	732978
5694	969412	732804
5695	969578	732631
5696	969742	732455
5697	969907	732281
5698	970070	732106
5699	970237	731933
5700	970399	731757
5701	970561	731580
5702	970728	731407
5703	970890	731231
5704	971054	731056
5705	971218	730881
5706	971380	730705
5707	971543	730529
5708	971707	730354
5709	971869	730178
5710	972032	730002
5711	972195	729827
5712	972358	729652
5713	972522	729477
5714	972688	729303
5715	972853	729129
5716	973016	728954
5717	973180	728779
5718	973346	728605
5719	973517	728435
5720	973686	728265
5721	973850	728089
5722	974015	727916
5723	974182	727743
5724	974348	727570
5725	974513	727396
5726	974676	727220
5727	974841	727046
5728	975007	726873
5729	975173	726700
5730	975340	726527
5731	975506	726354
5732	975672	726180
5733	975841	726009
5734	976006	725836
5735	976171	725661
5736	976336	725487
5737	976503	725314
5738	976668	725140
5739	976835	724968
5740	977004	724797
5741	977173	724626
5742	977343	724455
5743	977504	724279
5744	977667	724103
5745	977833	723930
5746	978001	723758
5747	978166	723584
5748	978331	723410
5749	978498	723238
5750	978662	723063
5751	978825	722887
5752	978992	722715
5753	979154	722539
5754	979319	722365
5755	979482	722189
5756	979649	722017
5757	979816	721844
5758	979980	721669
5759	980145	721495
5760	980310	721322
5761	980473	721146
5762	980638	720972
5763	980805	720799
5764	980972	720627
5765	981137	720453
5766	981309	720284
5767	981473	720110
5768	981637	719935
5769	981798	719759
5770	981968	719588
5771	982131	719412
5772	982298	719240
5773	982463	719066
5774	982630	718894
5775	982793	718718
5776	982957	718544
5777	983119	718368
5778	983282	718193
5779	983445	718016
5780	983610	717843
5781	983772	717667
5782	983937	717493
5783	984100	717318
5784	984262	717141
5785	984426	716967
5786	984590	716792
5787	984753	716617
5788	984919	716444
5789	985083	716269
5790	985247	716095
5791	985416	715924
5792	985580	715749
5793	985745	715575
5794	985912	715402
5795	986073	715226
5796	986237	715051
5797	986400	714877
5798	986564	714702
5799	986728	714527
5800	986892	714353
5801	987059	714180
5802	987227	714009
5803	987391	713834
5804	987556	713660
5805	987719	713485
5806	987883	713310
5807	988044	713134
5808	988206	712958
5809	988368	712782
5810	988534	712608
5811	988699	712435
5812	988861	712259
5813	989026	712085
5814	989188	711909
5815	989352	711735
5816	989516	711560
5817	989682	711387
5818	989849	711215
5819	990013	711040
5820	990178	710866
5821	990344	710693
5822	990509	710519
5823	990671	710344
5824	990838	710171
5825	991003	709998
5826	991165	709822
5827	991330	709648
5828	991492	709472
5829	991656	709297
5830	991821	709124
5831	991986	708950
5832	992148	708774
5833	992311	708599
5834	992473	708423
5835	992637	708248
5836	992799	708073
5837	992967	707901
5838	993134	707729
5839	993299	707555
5840	993462	707380
5841	993625	707205
5842	993789	707030
5843	993956	706859
5844	994119	706683
5845	994280	706507
5846	994446	706334
5847	994610	706159
5848	994776	705987
5849	994943	705814
5850	995104	705638
5851	995269	705464
5852	995431	705288
5853	995595	705114
5854	995758	704938
5855	995925	704767
5856	996090	704592
5857	996258	704421
5858	996421	704246
5859	996586	704073
5860	996750	703898
5861	996916	703726
5862	997078	703550
5863	997247	703379
5864	997410	703204
5865	997581	703034
5866	997745	702860
5867	997908	702685
5868	998075	702513
5869	998239	702339
5870	998406	702166
5871	998570	701992
5872	998736	701819
5873	998899	701644
5874	999065	701471
5875	999229	701297
5876	999392	701122
5877	999557	700948
5878	999720	700773
5879	999888	700602
5880	1000058	700432
5881	1000225	700259
5882	1000390	700086
5883	1000554	699911
5884	1000719	699738
5885	1000884	699565
5886	1001047	699389
5887	1001210	699214
5888	1001374	699040
5889	1001538	698866
5890	1001705	698693
5891	1001868	698519
5892	1002031	698344
5893	1002195	698170
5894	1002360	697996
5895	1002524	697822
5896	1002689	697648
5897	1002855	697476
5898	1003018	697301
5899	1003181	697126
5900	1003350	696955
5901	1003512	696779
5902	1003675	696604
5903	1003840	696431
5904	1004003	696256
5905	1004166	696081
5906	1004328	695906
5907	1004496	695734
5908	1004658	695558
5909	1004819	695383
5910	1004984	695208
5911	1005153	695038
5912	1005319	694865
5913	1005482	694691
5914	1005647	694517
5915	1005813	694344
5916	1005978	694171
5917	1006144	693998
5918	1006310	693825
5919	1006474	693651
5920	1006638	693477
5921	1006800	693301
5922	1006963	693126
5923	1007126	692951
5924	1007289	692777
5925	1007455	692604
5926	1007616	692428
5927	1007779	692253
5928	1007943	692079
5929	1008104	691903
5930	1008268	691729
5931	1008434	691556
5932	1008599	691383
5933	1008762	691208
5934	1008925	691033
5935	1009089	690859
5936	1009253	690684
5937	1009417	690511
5938	1009580	690336
5939	1009749	690165
5940	1009913	689991
5941	1010078	689818
5942	1010245	689646
5943	1010410	689472
5944	1010574	689298
5945	1010737	689123
5946	1010900	688948
5947	1011069	688778
5948	1011235	688605
5949	1011398	688430
5950	1011561	688256
5951	1011727	688083
5952	1011893	687910
5953	1012062	687739
5954	1012229	687567
5955	1012393	687394
5956	1012556	687219
5957	1012720	687045
5958	1012886	686872
5959	1013049	686697
5960	1013214	686524
5961	1013377	686349
5962	1013541	686175
5963	1013704	686001
5964	1013867	685826
5965	1014033	685653
5966	1014195	685478
5967	1014357	685302
5968	1014523	685130
5969	1014686	684955
5970	1014851	684782
5971	1015014	684607
5972	1015177	684433
5973	1015339	684257
5974	1015507	684086
5975	1015672	683913
5976	1015840	683742
5977	1016005	683568
5978	1016169	683395
5979	1016338	683224
5980	1016501	683049
5981	1016663	682874
5982	1016825	682699
5983	1016988	682524
5984	1017152	682350
5985	1017316	682176
5986	1017483	682004
5987	1017651	681833
5988	1017815	681659
5989	1017979	681485
5990	1018145	681312
5991	1018310	681139
5992	1018477	680967
5993	1018642	680794
5994	1018806	680620
5995	1018970	680446
5996	1019132	680271
5997	1019296	680097
5998	1019462	679924
5999	1019632	679755
6000	1019795	679580
6001	1019961	679407
6002	1020131	679238
6003	1020296	679064
6004	1020460	678890
6005	1020626	678718
6006	1020791	678545
6007	1020958	678372
6008	1021122	678199
6009	1021286	678025
6010	1021450	677851
6011	1021615	677678
6012	1021779	677504
6013	1021943	677330
6014	1022105	677155
6015	1022271	676983
6016	1022440	676812
6017	1022603	676638
6018	1022768	676464
6019	1022934	676291
6020	1023097	676117
6021	1023263	675945
6022	1023426	675770
6023	1023591	675597
6024	1023758	675425
6025	1023922	675251
6026	1024087	675078
6027	1024251	674905
6028	1024415	674730
6029	1024579	674557
6030	1024747	674386
6031	1024913	674213
6032	1025077	674039
6033	1025243	673867
6034	1025410	673695
6035	1025575	673522
6036	1025742	673350
6037	1025907	673177
6038	1026073	673005
6039	1026238	672831
6040	1026406	672660
6041	1026570	672487
6042	1026735	672314
6043	1026900	672140
6044	1027065	671967
6045	1027231	671795
6046	1027397	671622
6047	1027562	671449
6048	1027732	671279
6049	1027896	671105
6050	1028064	670935
6051	1028232	670763
6052	1028400	670592
6053	1028570	670422
6054	1028737	670251
6055	1028903	670078
6056	1029067	669904
6057	1029233	669732
6058	1029399	669559
6059	1029566	669387
6060	1029731	669215
6061	1029918	669056
6062	1030082	668882
6063	1030248	668710
6064	1030413	668537
6065	1030578	668363
6066	1030743	668191
6067	1030909	668018
6068	1031074	667845
6069	1031239	667672
6070	1031405	667500
6071	1031570	667326
6072	1031734	667153
6073	1031900	666980
6074	1032066	666808
6075	1032232	666636
6076	1032397	666462
6077	1032561	666289
6078	1032727	666116
6079	1032893	665944
6080	1033059	665772
6081	1033224	665599
6082	1033390	665426
6083	1033558	665255
6084	1033724	665083
6085	1033887	664908
6086	1034050	664734
6087	1034215	664561
6088	1034380	664388
6089	1034548	664217
6090	1034713	664044
6091	1034883	663874
6092	1035047	663701
6093	1035211	663527
6094	1035376	663354
6095	1035541	663181
6096	1035706	663008
6097	1035869	662833
6098	1036032	662660
6099	1036197	662487
6100	1036360	662312
6101	1036524	662139
6102	1036686	661963
6103	1036853	661792
6104	1037022	661622
6105	1037186	661448
6106	1037349	661274
6107	1037515	661101
6108	1037678	660927
6109	1037842	660753
6110	1038007	660581
6111	1038172	660408
6112	1038339	660236
6113	1038508	660065
6114	1038673	659892
6115	1038838	659720
6116	1039000	659545
6117	1039163	659371
6118	1039327	659197
6119	1039496	659027
6120	1039660	658853
6121	1039823	658679
6122	1039987	658505
6123	1040152	658332
6124	1040320	658161
6125	1040484	657988
6126	1040653	657818
6127	1040823	657648
6128	1040987	657474
6129	1041152	657302
6130	1041320	657130
6131	1041489	656960
6132	1041658	656789
6133	1041824	656618
6134	1041991	656445
6135	1042156	656273
6136	1042322	656100
6137	1042487	655928
6138	1042651	655754
6139	1042817	655582
6140	1042980	655408
6141	1043148	655236
6142	1043311	655063
6143	1043475	654889
6144	1043644	654719
6145	1043813	654548
6146	1043978	654376
6147	1044146	654204
6148	1044313	654033
6149	1044477	653859
6150	1044642	653687
6151	1044804	653512
6152	1044968	653338
6153	1045131	653164
6154	1045295	652991
6155	1045458	652817
6156	1045624	652644
6157	1045788	652471
6158	1045953	652298
6159	1046118	652126
6160	1046282	651952
6161	1046447	651779
6162	1046615	651608
6163	1046781	651436
6164	1046951	651266
6165	1047118	651095
6166	1047283	650922
6167	1047453	650752
6168	1047620	650580
6169	1047788	650410
6170	1047959	650241
6171	1048127	650070
6172	1048297	649900
6173	1048464	649728
6174	1048632	649557
6175	1048799	649386
6176	1048960	649211
6177	1049124	649037
6178	1049288	648864
6179	1049450	648689
6180	1049616	648517
6181	1049783	648345
6182	1049946	648171
6183	1050110	647998
6184	1050278	647827
6185	1050442	647654
6186	1050604	647479
6187	1050768	647305
6188	1050930	647131
6189	1051094	646958
6190	1051260	646785
6191	1051424	646612
6192	1051587	646438
6193	1051752	646265
6194	1051915	646091
6195	1052081	645919
6196	1052247	645747
6197	1052411	645573
6198	1052579	645403
6199	1052741	645228
6200	1052907	645056
6201	1053075	644885
6202	1053239	644712
6203	1053404	644539
6204	1053567	644365
6205	1053737	644195
6206	1053902	644023
6207	1054065	643849
6208	1054229	643676
6209	1054397	643504
6210	1054560	643330
6211	1054725	643158
6212	1054891	642986
6213	1055054	642812
6214	1055217	642638
6215	1055384	642467
6216	1055551	642295
6217	1055712	642120
6218	1055881	641949
6219	1056047	641778
6220	1056211	641604
6221	1056373	641430
6222	1056537	641257
6223	1056700	641083
6224	1056865	640910
6225	1057028	640736
6226	1057194	640564
6227	1057358	640391
6228	1057522	640218
6229	1057686	640044
6230	1057849	639870
6231	1058011	639696
6232	1058177	639524
6233	1058338	639349
6234	1058502	639175
6235	1058664	639001
6236	1058828	638828
6237	1058992	638654
6238	1059155	638481
6239	1059320	638308
6240	1059488	638137
6241	1059654	637965
6242	1059822	637794
6243	1059986	637621
6244	1060150	637448
6245	1060312	637274
6246	1060479	637102
6247	1060643	636929
6248	1060807	636756
6249	1060969	636581
6250	1061133	636408
6251	1061296	636234
6252	1061462	636062
6253	1061627	635890
6254	1061794	635718
6255	1061959	635546
6256	1062123	635373
6257	1062289	635200
6258	1062454	635028
6259	1062618	634854
6260	1062782	634682
6261	1062944	634507
6262	1063110	634335
6263	1063275	634162
6264	1063438	633989
6265	1063604	633817
6266	1063765	633642
6267	1063931	633470
6268	1064098	633298
6269	1064261	633125
6270	1064427	632953
6271	1064598	632784
6272	1064763	632611
6273	1064925	632437
6274	1065088	632263
6275	1065253	632091
6276	1065417	631917
6277	1065587	631748
6278	1065755	631577
6279	1065918	631403
6280	1066084	631232
6281	1066251	631060
6282	1066416	630887
6283	1066585	630717
6284	1066749	630545
6285	1066919	630375
6286	1067088	630204
6287	1067250	630030
6288	1067415	629858
6289	1067581	629686
6290	1067744	629512
6291	1067907	629339
6292	1068070	629165
6293	1068234	628992
6294	1068401	628820
6295	1068568	628649
6296	1068732	628476
6297	1068897	628303
6298	1069063	628132
6299	1069227	627959
6300	1069393	627787
6301	1069557	627613
6302	1069719	627439
6303	1069883	627266
6304	1070046	627093
6305	1070212	626921
6306	1070378	626749
6307	1070543	626577
6308	1070708	626404
6309	1070872	626231
6310	1071035	626057
6311	1071204	625887
6312	1071370	625715
6313	1071533	625541
6314	1071697	625368
6315	1071861	625196
6316	1072024	625022
6317	1072195	624853
6318	1072360	624680
6319	1072521	624506
6320	1072683	624331
6321	1072842	624156
6322	1073004	623982
6323	1073168	623808
6324	1073330	623634
6325	1073499	623464
6326	1073666	623293
6327	1073830	623120
6328	1073992	622946
6329	1074154	622772
6330	1074317	622598
6331	1074486	622428
6332	1074653	622257
6333	1074817	622083
6334	1074980	621910
6335	1075144	621737
6336	1075309	621565
6337	1075476	621393
6338	1075639	621220
6339	1075803	621047
6340	1075966	620874
6341	1076131	620701
6342	1076297	620529
6343	1076462	620357
6344	1076628	620185
6345	1076791	620012
6346	1076956	619839
6347	1077119	619666
6348	1077282	619492
6349	1077446	619319
6350	1077614	619148
6351	1077776	618975
6352	1077941	618802
6353	1078105	618629
6354	1078272	618458
6355	1078438	618286
6356	1078604	618115
6357	1078771	617943
6358	1078940	617773
6359	1079105	617601
6360	1079269	617428
6361	1079434	617256
6362	1079597	617082
6363	1079760	616908
6364	1079923	616735
6365	1080087	616562
6366	1080249	616388
6367	1080413	616215
6368	1080577	616042
6369	1080742	615870
6370	1080908	615698
6371	1081076	615528
6372	1081240	615355
6373	1081403	615181
6374	1081566	615008
6375	1081733	614837
6376	1081898	614664
6377	1082061	614491
6378	1082227	614319
6379	1082392	614147
6380	1082555	613974
6381	1082720	613801
6382	1082881	613627
6383	1083046	613454
6384	1083208	613281
6385	1083372	613108
6386	1083535	612934
6387	1083703	612763
6388	1083871	612593
6389	1084034	612420
6390	1084203	612250
6391	1084367	612077
6392	1084530	611904
6393	1084695	611731
6394	1084860	611559
6395	1085025	611386
6396	1085189	611214
6397	1085355	611042
6398	1085522	610871
6399	1085689	610700
6400	1085855	610528
6401	1086021	610356
6402	1086188	610186
6403	1086351	610012
6404	1086515	609839
6405	1086680	609667
6406	1086844	609494
6407	1087013	609324
6408	1087178	609152
6409	1087346	608981
6410	1087514	608811
6411	1087684	608642
6412	1087850	608470
6413	1088019	608300
6414	1088190	608131
6415	1088369	607967
6416	1088547	607802
6417	1088755	607653
6418	1089064	607561
6419	1089488	607534
6420	1089659	607365
6421	1089828	607195
6422	1089996	607024
6423	1090167	606855
6424	1090336	606685
6425	1090504	606514
6426	1090682	606349
6427	1090862	606185
6428	1091035	606017
6429	1091206	605848
6430	1091384	605683
6431	1091554	605514
6432	1091725	605344
6433	1091889	605172
6434	1092052	604999
6435	1092214	604825
6436	1092378	604651
6437	1092546	604481
6438	1092712	604309
6439	1092882	604139
6440	1093047	603967
6441	1093211	603795
6442	1093377	603623
6443	1093541	603450
6444	1093706	603278
6445	1093872	603106
6446	1094037	602934
6447	1094204	602762
6448	1094369	602590
6449	1094535	602418
6450	1094700	602246
6451	1094863	602073
6452	1095030	601901
6453	1095196	601730
6454	1095359	601556
6455	1095525	601385
6456	1095689	601212
6457	1095853	601039
6458	1096016	600866
6459	1096181	600694
6460	1096343	600520
6461	1096506	600346
6462	1096672	600175
6463	1096836	600002
6464	1097000	599829
6465	1097165	599657
6466	1097329	599484
6467	1097495	599312
6468	1097658	599139
6469	1097822	598966
6470	1097986	598793
6471	1098150	598621
6472	1098314	598448
6473	1098486	598279
6474	1098650	598107
6475	1098817	597935
6476	1098980	597762
6477	1099146	597590
6478	1099309	597417
6479	1099471	597243
6480	1099634	597070
6481	1099797	596897
6482	1099961	596724
6483	1100126	596552
6484	1100289	596378
6485	1100456	596207
6486	1100620	596034
6487	1100784	595862
6488	1100946	595688
6489	1101111	595516
6490	1101277	595344
6491	1101443	595172
6492	1101609	595001
6493	1101776	594830
6494	1101938	594656
6495	1102103	594484
6496	1102269	594312
6497	1102435	594141
6498	1102605	593971
6499	1102769	593799
6500	1102932	593625
6501	1103095	593452
6502	1103264	593282
6503	1103440	593116
6504	1103610	592946
6505	1103787	592781
6506	1103962	592614
6507	1104131	592444
6508	1104298	592273
6509	1104471	592105
6510	1104643	591936
6511	1104812	591766
6512	1104986	591599
6513	1105159	591431
6514	1105327	591261
6515	1105493	591089
6516	1105659	590917
6517	1105825	590746
6518	1105990	590574
6519	1106154	590401
6520	1106323	590231
6521	1106486	590058
6522	1106650	589885
6523	1106816	589713
6524	1106981	589541
6525	1107146	589369
6526	1107310	589197
6527	1107473	589024
6528	1107637	588851
6529	1107803	588679
6530	1107973	588510
6531	1108140	588339
6532	1108308	588168
6533	1108474	587996
