,iter,n_resources,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_kernel,param_gamma,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
41,0,30,0.00020003318786621094,0.0004000663757324219,0.00039987564086914064,0.0004897456635623499,100,4,sigmoid,0.0001,"{'C': 100, 'degree': 4, 'gamma': 0.0001, 'kernel': 'sigmoid'}",1.0,0.5,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.5999999999999999,0.27080128015453203,52,0.875,0.7083333333333334,0.7916666666666666,0.4166666666666667,0.7083333333333334,0.7,0.1545603082582617
22,0,30,0.0005995750427246094,0.0004895510033578063,0.00019993782043457032,0.00039987564086914064,1,4,sigmoid,0.01,"{'C': 1, 'degree': 4, 'gamma': 0.01, 'kernel': 'sigmoid'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.4333333333333334,0.30912061651652345,59,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7083333333333334,0.5666666666666667,0.1911224156863286
18,0,30,0.00019993782043457032,0.0003998756408691407,0.0003996849060058594,0.0004895121317013901,1,3,sigmoid,0.01,"{'C': 1, 'degree': 3, 'gamma': 0.01, 'kernel': 'sigmoid'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.5,0.4333333333333334,0.30912061651652345,59,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.7083333333333334,0.5666666666666667,0.1911224156863286
20,0,30,0.0003997802734375,0.000489628932452029,0.0005996227264404297,0.000489590308479386,1,3,sigmoid,0.001,"{'C': 1, 'degree': 3, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5083333333333333,0.2048034287907418
29,0,30,0.0003996372222900391,0.0004894536906783155,0.0001998424530029297,0.0003996849060058594,10,3,sigmoid,0.0001,"{'C': 10, 'degree': 3, 'gamma': 0.0001, 'kernel': 'sigmoid'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5,0.18819316317727025
15,0,30,0.0005994796752929688,0.0004894732058599682,0.00019989013671875,0.0003997802734375,10,,rbf,0.0001,"{'C': 10, 'gamma': 0.0001, 'kernel': 'rbf'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5,0.18819316317727025
13,0,30,0.0005995750427246094,0.0004895510033578063,0.00019974708557128905,0.0003994941711425781,1,,rbf,0.0001,"{'C': 1, 'gamma': 0.0001, 'kernel': 'rbf'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5,0.18819316317727025
12,0,30,0.0005995750427246094,0.0004895510033578063,0.00039987564086914064,0.0004897456403489048,1,,rbf,0.001,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5,0.18819316317727025
21,0,30,0.0007995128631591797,0.0007477166175712804,0.00019989013671875,0.0003997802734375,1,3,sigmoid,0.0001,"{'C': 1, 'degree': 3, 'gamma': 0.0001, 'kernel': 'sigmoid'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5,0.18819316317727025
25,0,30,0.0005996227264404297,0.0004895899369462772,0.00019993782043457032,0.0003998756408691407,1,4,sigmoid,0.0001,"{'C': 1, 'degree': 4, 'gamma': 0.0001, 'kernel': 'sigmoid'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.875,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5,0.18819316317727025
24,0,30,0.0008002281188964844,0.0004001144146181762,0.00019969940185546876,0.0003993988037109375,1,4,sigmoid,0.001,"{'C': 1, 'degree': 4, 'gamma': 0.001, 'kernel': 'sigmoid'}",1.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3666666666666667,0.3231786571610886,61,0.9166666666666666,0.4166666666666667,0.4166666666666667,0.4166666666666667,0.375,0.5083333333333333,0.2048034287907418
