일자,시가,고가,저가,종가,전일비,,등락률,거래량,금액(백만),신용비,개인,기관,외인(수량),외국계,프로그램,외인비
2020/10/22,"30,750","32,150","30,550","31,750",▲,"500","+1.60","2,034,692","64,148","0.89","-466,539","186,561","300,030","193,527","269,612","19.03"
2020/10/21,"31,600","31,800","30,850","31,250",▲,"50","+0.16","1,430,092","44,617","0.87","-12,492","-46,846","-45,386","-20,840","-74,323","18.80"
2020/10/20,"30,000","31,200","29,450","31,200",▲,"600","+1.96","2,042,005","61,513","1.00","-65,646","103,140","-43,413","817","-622","18.84"
2020/10/19,"31,250","32,000","30,250","30,600",▼,"-250","-0.81","2,989,793","93,095","0.90","120,336","89,705","-106,122","-118,728","-143,620","18.87"
2020/10/16,"29,900","31,450","29,700","30,850",▲,"1,150","+3.87","5,308,412","162,598","0.89","81,642","100,057","-213,412","-45,745","-194,383","18.95"
2020/10/15,"27,600","29,900","27,400","29,700",▲,"1,950","+7.03","4,561,744","133,077","0.86","-758,881","431,766","307,234","220,982","235,114","19.11"
2020/10/14,"28,650","29,000","27,650","27,750",▼,"-450","-1.60","2,448,176","69,561","0.74","265,224","-117,552","-256,969","-147,333","-208,586","18.88"
2020/10/13,"27,600","28,450","26,900","28,200",▲,"1,700","+6.42","4,046,369","112,646","0.73","-303,128","557,105","-165,176","-106,818","-114,570","19.07"
2020/10/12,"26,800","27,000","25,900","26,500",▼,"-150","-0.56","718,473","18,934","0.74","33,032","53,735","-92,101","-82,712","-87,259","19.20"
2020/10/08,"26,550","27,100","26,350","26,650",▲,"350","+1.33","965,832","25,758","0.71","-25,938","11,259","28,981","52,806","-34,519","19.26"
2020/10/07,"25,950","26,400","25,550","26,300",▲,"150","+0.57","699,141","18,155","0.69","15,116","-76,736","36,421","-14,652","49,758","19.24"
2020/10/06,"26,900","27,550","26,000","26,150",▼,"-700","-2.61","1,230,574","32,806","0.72","129,782","-107,016","-34,904","846","-18,894","19.22"
2020/10/05,"24,900","26,900","24,700","26,850",▲,"2,250","+9.15","2,252,397","59,276","0.75","-828,216","367,408","481,132","395,674","420,733","19.24"
2020/09/29,"24,350","24,650","24,100","24,600",▲,"750","+3.14","423,964","10,369","0.74","-103,435","11,626","92,096","51,040","97,118","18.88"
2020/09/28,"23,950","24,050","23,700","23,850",▲,"150","+0.63","274,983","6,572","0.75","18,414","-12,021","-5,492","-20,156","-18,451","18.81"
2020/09/25,"23,700","23,900","23,500","23,700",▲,"300","+1.28","361,804","8,585","0.77","-5,698","-54,032","15,336","-1,013","-22,957","18.82"
2020/09/24,"23,950","24,100","23,400","23,400",▼,"-1,000","-4.10","585,773","13,901","0.79","64,404","-38,528","-26,260","-24,653","-20,664","18.80"
2020/09/23,"24,300","24,550","23,800","24,400",▲,"300","+1.24","525,884","12,760","0.77","-94,161","-43,419","140,872","102,757","117,941","18.82"
2020/09/22,"24,700","24,950","23,950","24,100",▼,"-750","-3.02","790,014","19,182","0.78","160,915","-154,644","-8,322","-13,195","-48,527","18.72"
2020/09/21,"25,100","25,300","24,750","24,850",▼,"-250","-1.00","644,475","16,098","0.77","64,688","46,214","-108,532","-126,481","-111,057","18.73"
2020/09/18,"25,600","25,700","25,050","25,100",▼,"-150","-0.59","640,678","16,204","0.80","57,603","17,256","-78,529","-50,522","-81,339","18.81"
2020/09/17,"25,250","25,900","25,100","25,250", ,"0","0","813,411","20,697","0.79","-29,022","45,777","-15,923","-42,143","-35,958","18.87"
2020/09/16,"25,350","25,650","25,100","25,250",▼,"-50","-0.20","650,389","16,504","0.78","77,467","-64,005","-14,470","-17,830","-30,832","18.88"
2020/09/15,"25,150","25,350","24,800","25,300",▲,"250","+1.00","519,775","13,024","0.75","22,830","-3,967","-139,509","-42,315","-39,967","18.89"
2020/09/14,"24,950","25,300","24,700","25,050",▲,"200","+0.80","459,354","11,526","0.75","10,577","-24,739","20,959","-27,582","-6,682","18.99"
2020/09/11,"24,700","24,900","24,550","24,850",▼,"-150","-0.60","400,275","9,879","0.75","135,446","-57,067","-76,261","-45,903","-90,882","18.98"
2020/09/10,"24,900","25,100","24,700","25,000",▲,"300","+1.21","731,009","18,168","0.76","131,038","-103,779","-21,963","-111,222","-57,197","19.03"
2020/09/09,"24,800","25,000","24,650","24,700",▼,"-500","-1.98","643,609","15,935","0.72","64,601","-6,770","-55,488","-35,679","-73,578","19.05"
2020/09/08,"25,850","26,100","25,100","25,200",▼,"-300","-1.18","715,339","18,202","0.71","202,128","-87,235","-115,336","-99,925","-119,022","19.09"
2020/09/07,"25,100","25,800","24,600","25,500",▲,"450","+1.80","752,319","19,033","0.72","-81,885","-16,822","99,511","62,262","76,218","19.18"
2020/09/04,"24,550","25,100","24,500","25,050",▼,"-400","-1.57","775,970","19,258","0.70","94,629","-135,541","63,069","-1,203","32,221","19.10"
2020/09/03,"26,000","26,050","25,300","25,450",▼,"-350","-1.36","681,893","17,467","0.72","84,966","-89,323","441","-8,144","-23,253","19.06"
2020/09/02,"25,500","25,900","25,300","25,800",▲,"300","+1.18","535,081","13,699","0.70","-19,777","3,624","16,903","-4,136","24,504","19.06"
2020/09/01,"25,100","25,550","25,000","25,500",▲,"400","+1.59","486,883","12,322","0.69","51,836","-57,970","5,648","-18,207","6,226","19.04"
2020/08/31,"26,000","26,250","25,100","25,100",▼,"-500","-1.95","934,169","23,918","0.69","129,235","10,808","-142,861","-154,611","-138,470","19.04"
2020/08/28,"25,400","26,150","25,400","25,600",▲,"300","+1.19","671,192","17,306","0.68","-74,895","-11,622","87,284","33,768","76,660","19.15"
2020/08/27,"26,100","26,150","25,200","25,300",▼,"-1,050","-3.98","880,525","22,442","0.65","133,892","-170,373","24,819","17,423","-11,468","19.08"
2020/08/26,"26,850","26,850","25,850","26,350",▼,"-650","-2.41","863,354","22,623","0.65","84,102","-90,055","-3,609","-2,354","-28,319","19.06"
2020/08/25,"26,850","27,600","26,650","27,000",▲,"350","+1.31","960,072","25,982","0.67","116,353","-53,631","-81,010","-20,907","-39,168","19.07"
2020/08/24,"25,300","26,750","24,700","26,650",▲,"1,250","+4.92","1,126,401","28,951","0.69","-109,153","21,022","68,165","44,727","48,383","19.13"
2020/08/21,"25,300","25,850","24,750","25,400",▲,"200","+0.79","775,109","19,695","0.65","-83,736","125","94,312","65,398","82,800","19.07"
2020/08/20,"26,950","26,950","25,050","25,200",▼,"-1,850","-6.84","1,566,337","40,157","0.67","225,837","-287,522","87,474","27,662","86,532","19.00"
2020/08/19,"26,850","27,300","26,550","27,050",▲,"500","+1.88","694,420","18,745","0.71","-144,963","8,984","147,503","12,457","146,961","18.94"
2020/08/18,"28,600","28,900","26,250","26,550",▼,"-2,050","-7.17","1,767,042","48,426","0.70","178,146","-235,104","64,517","57,359","60,018","18.83"
2020/08/14,"28,150","28,900","27,350","28,600",▲,"450","+1.60","1,384,764","38,987","0.76","-228,587","114,155","118,296","98,282","93,431","18.78"
2020/08/13,"28,800","29,250","27,550","28,150",▼,"-350","-1.23","1,827,188","51,789","0.73","65,758","81,136","-141,598","-135,411","-116,968","18.69"
2020/08/12,"27,700","28,500","27,150","28,500",▲,"950","+3.45","2,352,476","66,112","0.74","-230,196","154,431","88,353","89,751","116,415","18.80"
2020/08/11,"27,350","28,350","27,200","27,550",▲,"950","+3.57","2,421,392","67,181","0.72","-113,631","160,738","-981","-5,147","-73,882","18.73"
2020/08/10,"25,700","26,800","25,600","26,600",▲,"700","+2.70","1,590,433","41,768","0.72","-145,186","137,962","25,488","30,619","-15,556","18.73"
2020/08/07,"26,500","26,700","25,500","25,900",▼,"-400","-1.52","1,143,858","29,578","0.77","163,508","-39,124","-125,135","-81,114","-95,940","18.71"
2020/08/06,"24,900","26,300","24,850","26,300",▲,"1,600","+6.48","1,898,879","48,954","0.78","-313,468","135,938","173,344","32,614","60,404","18.81"
2020/08/05,"25,150","25,450","24,500","24,700",▼,"-450","-1.79","967,722","23,917","0.77","278,684","-250,651","-47,545","23,470","-127,065","18.68"
2020/08/04,"24,150","25,750","24,150","25,150",▲,"1,000","+4.14","1,200,080","30,202","0.78","-52,295","-33,984","92,302","22,827","49,446","18.71"
2020/08/03,"24,750","24,750","24,000","24,150",▼,"-650","-2.62","979,714","23,725","0.82","70,210","-78,034","-35,749","51,950","-21,342","18.64"
2020/07/31,"25,200","25,600","24,800","24,800",▼,"-600","-2.36","876,919","21,964","0.80","29,633","-38,038","8,664","84,841","-35,240","18.67"
2020/07/30,"25,700","25,950","25,150","25,400",▼,"-250","-0.97","1,089,535","27,722","0.78","29,614","-118,603","76,619","204,844","69,213","18.66"
2020/07/29,"25,700","26,000","25,250","25,650",▼,"-50","-0.19","860,766","22,145","0.77","53,300","12,667","-74,525","31,393","-97,761","18.61"
2020/07/28,"26,300","26,350","25,100","25,700",▼,"-250","-0.96","1,469,626","37,678","0.85","159,230","-168,375","14,781","17,092","52,510","18.66"
2020/07/27,"25,150","26,150","25,150","25,950",▲,"500","+1.96","942,514","24,354","0.88","-187,376","205,613","-18,934","25,167","6,593","18.65"
2020/07/24,"25,100","26,500","24,850","25,450",▼,"-300","-1.17","1,463,036","37,535","0.90","-181,238","-12,962","203,671","118,240","190,729","18.66"
2020/07/23,"27,050","27,100","25,300","25,750",▼,"-1,400","-5.16","2,404,899","62,534","0.85","294,159","-141,185","-158,625","-120,313","-140,004","18.51"
2020/07/22,"26,200","28,500","25,850","27,150",▲,"450","+1.69","3,522,504","97,216","0.79","-254,923","343,779","-118,346","70,476","-96,301","18.63"
2020/07/21,"26,650","26,950","25,150","26,700",▲,"400","+1.52","3,157,445","82,064","0.76","54,059","225,444","-308,055","-200,157","-319,328","18.72"
2020/07/20,"24,100","26,450","24,000","26,300",▲,"2,400","+10.04","4,640,073","118,261","0.76","-611,382","485,464","117,488","27,583","48,025","18.95"
2020/07/17,"23,950","24,500","23,400","23,900",▲,"300","+1.27","1,615,125","38,600","0.74","56,522","220,817","-240,355","-153,927","-230,307","18.86"
2020/07/16,"22,900","24,000","22,650","23,600",▲,"1,200","+5.36","2,602,241","61,110","0.71","-492,091","300,797","204,420","149,636","176,482","19.04"
2020/07/15,"21,400","24,000","21,350","22,400",▲,"1,650","+7.95","3,484,654","79,169","0.70","-161,776","124,866","55,427","16,437","34,312","18.89"
2020/07/14,"21,050","21,100","20,550","20,750",▼,"-300","-1.43","409,311","8,479","0.74","64,882","-118,860","46,533","9,090","43,310","18.85"
2020/07/13,"20,600","21,150","20,350","21,050",▲,"600","+2.93","529,934","11,042","0.71","-112,670","-18,489","128,928","60,746","124,313","18.81"
2020/07/10,"21,050","21,200","20,350","20,450",▼,"-800","-3.76","750,771","15,414","0.70","302,187","-288,033","-40,795","-79,683","-103,810","18.72"
2020/07/09,"21,800","21,800","21,150","21,250",▼,"-150","-0.70","532,952","11,380","0.69","92,934","-30,577","-65,610","-75,269","27,170","18.75"
2020/07/08,"21,350","21,900","21,100","21,400",▲,"200","+0.94","539,627","11,638","0.71","26,573","-83,564","29,696","-9,218","25,407","18.80"
2020/07/07,"21,600","22,050","21,150","21,200",▼,"-250","-1.17","578,549","12,471","0.68","13,460","-36,689","7,654","-33,106","16,534","18.77"
2020/07/06,"21,100","21,750","20,750","21,450",▲,"400","+1.90","453,822","9,675","0.69","-76,926","52,355","22,074","36,970","7,825","18.77"
2020/07/03,"20,900","21,150","20,700","21,050",▲,"350","+1.69","396,561","8,324","0.69","-20,299","33,152","-11,918","-35,770","-5,688","18.75"
2020/07/02,"20,550","20,850","20,550","20,700",▲,"250","+1.22","328,844","6,806","0.68","-13,759","-16,961","31,937","37,133","26,681","18.76"
2020/07/01,"20,800","21,100","20,450","20,450",▼,"-50","-0.24","360,267","7,481","0.68","-3,527","-1,487","14,866","-7,154","5,126","18.74"
2020/06/30,"20,300","20,950","20,250","20,500",▲,"450","+2.24","572,900","11,786","0.69","-79,973","-47,576","99,600","45,744","93,050","18.73"
2020/06/29,"20,250","20,450","20,000","20,050",▼,"-800","-3.84","632,396","12,750","0.69","5,553","-45,544","40,355","19,601","12,043","18.65"
2020/06/26,"20,850","21,000","20,550","20,850",▲,"250","+1.21","402,741","8,365","0.67","34,601","-80,584","42,585","19,899","324","18.62"
2020/06/25,"20,950","21,100","20,550","20,600",▼,"-850","-3.96","710,643","14,725","0.65","240,664","-232,292","-25,475","-55,162","-90,718","18.59"
2020/06/24,"21,600","21,850","21,400","21,450",▲,"150","+0.70","478,809","10,325","0.65","56,585","-44,991","3,687","-45,200","-16,500","18.61"
2020/06/23,"22,100","22,300","21,300","21,300",▼,"-650","-2.96","636,209","13,721","0.66","123,630","-106,817","-50,516","6,239","-36,441","18.61"
2020/06/22,"22,450","22,550","21,800","21,950",▼,"-550","-2.44","485,695","10,729","0.66","91,040","-60,884","-15,422","-17,759","-49,025","18.64"
2020/06/19,"21,900","22,500","21,500","22,500",▲,"800","+3.69","739,942","16,361","0.65","-97,759","45,109","71,936","43,341","37,052","18.65"
2020/06/18,"21,200","22,150","21,000","21,700",▲,"150","+0.70","786,629","17,033","0.63","-34,095","34,356","-4,146","11,620","-40,816","18.60"
2020/06/17,"21,900","22,050","21,150","21,550",▼,"-550","-2.49","793,527","17,100","0.68","185,256","-200,548","20,812","22,244","3,645","18.60"
2020/06/16,"21,300","22,100","21,300","22,100",▲,"1,350","+6.51","930,222","20,203","0.67","-61,218","-18,353","135,636","97,328","124,379","18.59"
2020/06/15,"22,450","22,450","20,750","20,750",▼,"-2,000","-8.79","1,257,492","27,196","0.60","105,954","-119,321","30,330","34,915","17,470","18.49"
2020/06/12,"22,500","22,900","22,250","22,750",▼,"-1,150","-4.81","1,303,372","29,478","0.58","154,212","-130,979","-61,322","-7,464","-2,881","18.46"
2020/06/11,"24,300","24,850","23,300","23,900",▼,"-500","-2.05","1,429,657","34,174","0.56","262,861","-356,104","652","73,321","10,528","18.51"
2020/06/10,"24,900","24,900","24,250","24,400",▼,"-550","-2.20","764,813","18,708","0.58","257","-6,780","8,824","20,069","19,594","18.51"
2020/06/09,"25,400","25,650","24,550","24,950",▼,"-200","-0.80","1,441,271","36,117","0.63","-64,494","-50,142","108,420","118,688","111,890","18.50"
2020/06/08,"25,750","25,750","24,650","25,150",▲,"600","+2.44","1,645,540","41,257","0.67","-123,751","21,262","105,903","80,705","22,085","18.42"
2020/06/05,"23,800","25,350","23,800","24,550",▲,"500","+2.08","2,045,826","50,497","0.70","-188,922","-94,097","341,373","201,874","224,443","18.34"
2020/06/04,"25,500","25,750","23,500","24,050",▼,"-1,200","-4.75","3,052,110","74,566","0.61","63,390","-70,459","47,798","87,965","17,283","18.09"
2020/06/03,"22,300","26,300","22,300","25,250",▲,"3,150","+14.25","7,488,883","183,322","0.58","150,969","89,674","-209,512","-305,831","-113,825","18.05"
2020/06/02,"22,400","22,650","21,900","22,100",▲,"500","+2.31","1,334,015","29,665","0.53","107,406","-6,691","-103,833","-55,191","-115,233","18.21"
2020/06/01,"21,650","21,700","21,250","21,600",▼,"-250","-1.14","904,516","19,451","0.55","224,842","-47,337","-188,698","-141,567","-176,759","18.29"
2020/05/29,"21,000","21,850","20,600","21,850",▲,"550","+2.58","1,294,266","27,507","0.54","-11,066","-22,475","33,757","28,738","25,203","18.43"
2020/05/28,"21,800","22,150","20,700","21,300",▼,"-100","-0.47","1,689,083","36,160","0.56","-69,197","91,538","-23,681","-92,170","-11,833","18.40"
2020/05/27,"20,650","21,400","20,400","21,400",▲,"1,150","+5.68","1,886,161","39,707","0.52","-367,569","154,638","155,092","99,529","288,479","18.42"
2020/05/26,"19,600","20,650","19,550","20,250",▲,"700","+3.58","1,682,114","33,735","0.48","-198,235","87,898","397,277","33,244","293,274","18.30"
2020/05/25,"20,000","20,100","19,450","19,550",▼,"-350","-1.76","725,207","14,272","0.49","214,794","12,813","-242,815","84,305","53,076","18.01"
2020/05/22,"20,500","20,650","19,800","19,900",▼,"-600","-2.93","777,544","15,574","0.48","250,712","-56,903","-192,825","-121,208","-190,175","18.19"
2020/05/21,"20,350","20,900","20,100","20,500",▲,"600","+3.02","1,009,055","20,707","0.49","-52,741","-32,331","88,068","68,393","85,350","18.33"
2020/05/20,"19,850","20,250","19,750","19,900",▼,"-150","-0.75","493,521","9,893","0.51","-34,481","10,908","24,440","20,891","30,027","18.27"
2020/05/19,"19,850","20,300","19,700","20,050",▲,"950","+4.97","1,242,550","24,827","0.50","-115,966","-175","168,199","98,300","120,501","18.25"
2020/05/18,"19,500","19,550","19,000","19,100",▼,"-250","-1.29","549,299","10,522","0.49","67,794","-22,992","-46,667","13,400","-54,653","18.12"
2020/05/15,"19,800","19,800","19,050","19,350",▼,"-450","-2.27","562,714","10,863","0.48","118,040","-67,424","-52,322","-55,877","-62,856","18.16"
2020/05/14,"19,450","19,800","18,900","19,800",▲,"100","+0.51","887,981","17,171","0.47","105,898","-105,660","-45,499","-2,156","24,518","18.20"
2020/05/13,"19,500","19,750","19,400","19,700",▼,"-250","-1.25","832,036","16,276","0.46","268,913","-104,710","-157,543","-222,925","-35,801","18.23"
2020/05/12,"20,450","20,500","19,850","19,950",▼,"-650","-3.16","908,677","18,210","0.46","142,086","-60,069","-126,538","-108,393","-40,465","18.35"
2020/05/11,"21,350","21,400","20,600","20,600",▼,"-650","-3.06","725,789","15,155","0.48","138,397","-34,195","-106,914","-95,432","-53,303","18.44"
2020/05/08,"21,100","21,850","21,100","21,250",▲,"300","+1.43","724,118","15,498","0.45","54,427","-8,184","-38,202","-44,726","-88,744","18.52"
2020/05/07,"20,750","21,250","20,700","20,950",▲,"50","+0.24","627,487","13,168","0.49","14,622","68,714","-83,283","-2,670","-92,615","18.55"
2020/05/06,"21,200","21,300","20,500","20,900", ,"0","0","1,008,256","21,017","0.46","137,274","116,950","-254,501","-160,757","-239,965","18.61"
2020/05/04,"21,200","21,650","20,800","20,900",▼,"-700","-3.24","1,405,911","29,705","0.48","348,383","-54,709","-295,411","-183,881","-441,443","18.80"
2020/04/29,"19,900","21,650","19,900","21,600",▲,"1,850","+9.37","2,376,088","49,872","0.50","-520,413","189,924","352,892","222,143","320,914","19.03"
2020/04/28,"19,850","20,250","19,500","19,750",▲,"250","+1.28","982,921","19,518","0.49","61,286","48,382","-99,584","-33,874","-91,048","18.76"
2020/04/27,"19,000","19,650","19,000","19,500",▲,"600","+3.17","909,077","17,472","0.48","-227,146","72,805","154,769","72,706","149,185","18.84"
2020/04/24,"18,800","19,100","18,550","18,900", ,"0","0","764,019","14,399","0.48","223,111","-111,140","-115,465","-128,452","-40,276","18.72"
2020/04/23,"19,250","19,300","18,900","18,900", ,"0","0","603,168","11,512","0.44","88,830","-78,875","-12,899","7,534","11,758","18.81"
2020/04/22,"18,850","19,000","18,350","18,900",▼,"-500","-2.58","1,057,311","19,685","0.45","392,105","-271,848","-124,205","-69,715","-144,530","18.82"
2020/04/21,"19,750","20,000","19,000","19,400",▼,"-450","-2.27","1,041,042","20,250","0.43","124,099","-123,839","15,302","-6,477","-28,889","18.91"
2020/04/20,"19,800","20,250","19,700","19,850",▲,"100","+0.51","1,071,452","21,443","0.42","214,540","-69,064","-117,724","-154,062","-156,733","18.90"
2020/04/17,"19,500","19,950","19,500","19,750",▲,"650","+3.40","711,856","14,012","0.46","39,874","-36,510","18,768","8,324","-13,999","18.99"
2020/04/16,"19,400","19,400","18,550","19,100",▼,"-650","-3.29","1,010,086","19,243","0.39","155,482","-79,532","-77,061","-75,656","-106,908","18.97"
2020/04/14,"19,550","20,000","19,550","19,750",▲,"350","+1.80","797,559","15,775","0.40","112,067","-5,011","-114,953","-111,741","-106,187","19.03"
2020/04/13,"20,350","20,500","19,350","19,400",▼,"-750","-3.72","1,288,052","25,681","0.38","152,100","-21,177","-108,780","-96,934","-164,641","19.12"
2020/04/10,"18,700","20,850","18,650","20,150",▲,"1,550","+8.33","3,203,954","64,346","0.37","327,129","155,827","-424,425","-419,184","-315,884","19.20"
2020/04/09,"18,250","18,650","18,100","18,600",▲,"750","+4.20","1,214,050","22,354","0.36","88,120","149,306","-294,071","-162,056","-257,642","19.52"
2020/04/08,"17,900","18,350","17,700","17,850",▼,"-300","-1.65","913,097","16,442","0.39","147,786","-8,111","-141,601","-195,373","-149,284","19.74"
2020/04/07,"18,500","18,550","17,650","18,150",▲,"350","+1.97","1,073,948","19,456","0.38","222,391","-2,047","-217,079","-291,978","-51,042","19.84"
2020/04/06,"17,250","17,800","17,200","17,800",▲,"600","+3.49","671,823","11,754","0.38","-91,135","92,253","15,733","-25,982","11,525","20.00"
2020/04/03,"17,100","17,500","16,800","17,200", ,"0","0","473,273","8,117","0.38","110,896","-19,747","-80,663","-66,405","-104,414","19.99"
2020/04/02,"16,800","17,300","16,300","17,200",▲,"300","+1.78","624,891","10,543","0.37","-8,972","23,570","-15,039","-32,123","-16,801","20.05"
2020/04/01,"17,650","17,950","16,900","16,900",▼,"-1,050","-5.85","877,766","15,409","0.34","174,947","-113,447","-72,530","-71,166","-142,536","20.06"
2020/03/31,"17,950","18,400","17,500","17,950",▲,"400","+2.28","921,186","16,492","0.31","98,182","-5,956","-136,522","-53,655","-104,975","20.12"
2020/03/30,"16,950","17,900","16,750","17,550",▼,"-300","-1.68","804,781","13,821","0.30","-21,224","22,077","39,529","-28,478","11,068","20.22"
2020/03/27,"18,600","18,850","17,050","17,850",▲,"150","+0.85","883,891","15,887","0.30","82,283","41,855","-125,907","-98,422","-97,579","20.19"
2020/03/26,"17,950","18,400","17,300","17,700",▲,"250","+1.43","1,476,462","26,416","0.27","210,498","24,577","-234,541","-116,796","-206,280","20.29"
2020/03/25,"16,100","17,700","15,900","17,450",▲,"2,350","+15.56","1,780,108","29,875","0.24","245,363","28,986","-243,211","-125,015","-249,122","20.46"
2020/03/24,"13,600","15,150","13,300","15,100",▲,"1,950","+14.83","1,018,706","14,470","0.24","124,001","57,489","-176,248","-204,707","-159,308","20.64"
2020/03/23,"12,800","13,750","12,400","13,150",▼,"-550","-4.01","961,766","12,520","0.27","53,168","-39,790","2,344","-59,884","-24,780","20.78"
2020/03/20,"13,300","14,000","12,800","13,700",▲,"400","+3.01","1,724,350","23,250","0.32","307,684","-48,009","-280,483","-361,478","879","20.77"
2020/03/19,"15,950","16,350","13,050","13,300",▼,"-2,550","-16.09","1,972,700","28,260","0.34","129,353","80,134","-197,811","-120,487","6,791","20.98"
2020/03/18,"17,250","17,450","15,850","15,850",▼,"-1,400","-8.12","1,349,690","22,347","0.37","258,320","27,441","-299,076","-335,944","-167,045","21.13"
2020/03/17,"16,900","17,700","16,650","17,250",▼,"-850","-4.70","997,979","17,146","0.41","93,928","16,098","-140,477","-144,370","-85,830","21.36"
2020/03/16,"19,300","19,650","18,050","18,100",▼,"-1,000","-5.24","947,994","17,639","0.44","293,550","-41,728","-149,408","-112,340","-251,215","21.46"
2020/03/13,"18,300","19,550","18,000","19,100",▼,"-1,300","-6.37","1,489,380","27,953","0.44","94,758","-7,626","-95,882","-192,829","-49,261","21.57"
2020/03/12,"21,900","22,000","20,250","20,400",▼,"-1,750","-7.90","1,367,404","28,433","0.46","274,197","-90,906","-189,368","-285,553","-187,458","21.65"
2020/03/11,"23,150","23,400","22,050","22,150",▼,"-900","-3.90","747,786","16,935","0.46","132,581","-73,549","-68,621","-71,365","-101,534","21.79"
2020/03/10,"22,700","23,450","22,700","23,050", ,"0","0","553,995","12,800","0.46","-4,279","39,704","-24,277","-28,316","-70,822","21.84"
2020/03/09,"23,700","23,800","22,950","23,050",▼,"-1,350","-5.53","556,063","12,942","0.45","99,216","-105,129","18,584","7,715","-26,943","21.86"
2020/03/06,"24,950","24,950","24,300","24,400",▼,"-950","-3.75","439,065","10,770","0.50","141,637","-96,215","-26,821","-43,796","-52,734","21.84"
2020/03/05,"24,650","25,450","24,500","25,350",▲,"950","+3.89","489,244","12,259","0.48","-37,204","-30,173","64,017","79,790","65,669","21.86"
2020/03/04,"24,000","24,700","23,900","24,400",▲,"450","+1.88","463,975","11,346","0.49","48,752","-38,879","-37,387","84,216","-117,525","21.82"
2020/03/03,"24,400","24,500","23,850","23,950",▲,"150","+0.63","433,177","10,457","0.45","54,204","-95,036","32,582","9,510","89,672","21.84"
2020/03/02,"23,900","24,250","23,500","23,800",▼,"-50","-0.21","464,125","11,085","0.46","114,502","-18,033","-99,222","-29,731","-100,344","21.82"
2020/02/28,"24,550","24,600","23,850","23,850",▼,"-1,150","-4.60","843,962","20,336","0.46","85,295","-22,412","-99,960","-1,029","-84,669","21.89"
2020/02/27,"25,050","25,450","24,950","25,000",▼,"-200","-0.79","412,175","10,358","0.45","22,270","19,137","-67,399","-21,142","34,989","21.97"
2020/02/26,"25,000","25,550","24,850","25,200",▼,"-300","-1.18","478,158","12,040","0.45","51,943","-2,912","-54,460","5,999","-65,354","22.02"
2020/02/25,"25,100","25,800","25,100","25,500",▲,"50","+0.20","521,684","13,307","0.46","151,048","-16,825","-136,540","-122,447","-148,229","22.06"
2020/02/24,"26,250","26,250","25,450","25,450",▼,"-1,500","-5.57","713,587","18,364","0.45","156,105","-43,146","-113,001","-93,641","-138,125","22.16"
2020/02/21,"27,650","27,650","26,900","26,950",▼,"-700","-2.53","551,952","14,994","0.47","114,153","-106,393","-57,085","-24,786","-50,708","22.25"
2020/02/20,"28,450","28,550","27,600","27,650",▼,"-650","-2.30","509,621","14,210","0.47","73,514","-93,732","8,604","28,580","-48,185","22.29"
2020/02/19,"28,850","29,050","28,250","28,300",▼,"-500","-1.74","365,808","10,427","0.46","18,918","-36,029","20,160","16,429","-24,594","22.28"
2020/02/18,"28,850","29,000","28,400","28,800",▼,"-150","-0.52","237,354","6,832","0.47","9,574","-48,228","39,509","29,674","2,717","22.27"
2020/02/17,"28,750","29,150","28,700","28,950",▼,"-100","-0.34","228,742","6,620","0.46","-8,720","-4,841","23,291","26,084","2,447","22.24"
2020/02/14,"29,650","29,650","28,850","29,050",▼,"-600","-2.02","425,929","12,379","0.47","75,435","-51,429","-31,346","32,226","-68,899","22.22"
2020/02/13,"29,700","30,200","29,500","29,650", ,"0","0","462,389","13,777","0.47","9,531","-59,570","158,643","44,855","55,312","22.24"
2020/02/12,"29,250","29,850","29,250","29,650",▲,"200","+0.68","349,201","10,350","0.48","-47,160","30,707","39,274","24,209","87,868","22.13"
2020/02/11,"29,700","29,850","29,400","29,450",▼,"-250","-0.84","309,356","9,154","0.47","28,873","6,564","-29,252","-38,093","7,710","22.10"
2020/02/10,"29,050","29,800","29,050","29,700",▲,"250","+0.85","225,996","6,647","0.48","-5,251","-8,326","43,934","19,553","14,423","22.12"
2020/02/07,"29,350","29,700","29,050","29,450",▼,"-150","-0.51","345,739","10,164","0.49","-33,963","37,387","-5,663","-20,240","9,346","22.08"
2020/02/06,"28,000","29,650","28,000","29,600",▲,"1,750","+6.28","618,382","17,952","0.50","-231,321","148,206","110,810","61,125","185,421","22.09"
2020/02/05,"27,800","28,000","27,300","27,850",▲,"200","+0.72","510,279","14,064","0.50","9,569","-20,634","55,200","-3,062","836","22.01"
2020/02/04,"27,450","27,900","27,350","27,650",▲,"200","+0.73","463,308","12,818","0.48","31,385","-22,587","16,235","32,734","-15,510","21.96"
2020/02/03,"27,700","27,850","27,150","27,450",▼,"-850","-3.00","587,953","16,142","0.49","130,257","67,981","-177,459","-176,199","-193,808","21.95"
2020/01/31,"28,900","29,450","28,300","28,300",▼,"-450","-1.57","445,232","12,802","0.52","34,013","59,621","-86,268","-79,407","-74,148","22.09"
2020/01/30,"28,500","29,200","28,400","28,750",▲,"300","+1.05","532,700","15,392","0.51","-70,630","95,479","-13,281","-22,886","2,764","22.15"
2020/01/29,"28,250","28,900","27,950","28,450",▲,"500","+1.79","507,320","14,441","0.48","82,564","-61,107","-22,017","-44,452","-27,759","22.16"
